tx_coord,receiver_0,receiver_1,receiver_2,receiver_3,receiver_4,receiver_5,receiver_6,receiver_7,receiver_8,class_label,best_tile_localization,best_Localization_value
"(7, 1)",-63.0,-71.0,-68.0,,-56.0,-61.0,-74.0,,-71.0,1191,"(8, 11)",-24.024236445703156
"(7, 1)",-39.0,,,,-47.0,-62.0,-74.0,,-78.0,1191,"(12, 9)",-26.86630673017808
"(7, 1)",-46.0,,,,,-52.0,,,-67.0,1191,"(13, 12)",-9.37730243300559
"(7, 1)",-51.0,-60.0,-62.0,,-53.0,-51.0,-68.0,-67.0,-66.0,1191,"(11, 30)",-13.093565480915558
"(7, 1)",-44.0,-47.0,-63.0,,-49.0,-50.0,-71.0,-67.0,-67.0,1191,"(13, 14)",-10.795579895660087
"(7, 1)",,,-74.0,,-49.0,-60.0,-78.0,-62.0,-69.0,1191,"(7, 36)",-18.77625564537122
"(7, 1)",-42.0,-55.0,-71.0,,-44.0,-55.0,-75.0,-78.0,-69.0,1191,"(12, 9)",-19.923788031833496
"(7, 1)",-52.0,-59.0,-68.0,-87.0,-52.0,-62.0,-79.0,-77.0,-81.0,1191,"(12, 9)",-28.248812130947517
"(7, 1)",-42.0,-49.0,-66.0,,-57.0,-55.0,-71.0,,-69.0,1191,"(16, 12)",-15.62233623434687
"(7, 1)",-47.0,-57.0,-62.0,,-47.0,-55.0,-67.0,-67.0,-67.0,1191,"(13, 14)",-11.801332441103149
"(7, 1)",-51.0,-71.0,-76.0,,-47.0,-60.0,-72.0,,-74.0,1191,"(12, 9)",-26.183293033962933
"(7, 1)",-68.0,-63.0,-69.0,,-50.0,-59.0,-81.0,,-82.0,1191,"(8, 11)",-29.03064212268535
"(7, 1)",-42.0,-46.0,,,-48.0,-60.0,,,-70.0,1191,"(14, 11)",-12.868897743110747
"(7, 1)",,,-70.0,-88.0,-51.0,-60.0,-74.0,-77.0,-73.0,1191,"(9, 72)",-26.992043167506967
"(7, 1)",-47.0,-64.0,-67.0,,-45.0,-72.0,-69.0,,-64.0,1191,"(12, 9)",-18.71236587675045
"(7, 1)",-46.0,-60.0,,,,-68.0,,-78.0,-83.0,1191,"(16, 12)",-30.16492998702323
"(7, 1)",-53.0,-63.0,-79.0,,-30.0,,,-86.0,-86.0,1191,"(12, 9)",-36.007518173396456
"(7, 1)",,-57.0,-61.0,,,-60.0,,-73.0,-62.0,1191,"(11, 75)",-16.081396507515883
"(7, 1)",-52.0,-63.0,-62.0,,-45.0,-57.0,-77.0,-72.0,-61.0,1191,"(11, 10)",-15.490777470771235
"(7, 1)",-39.0,-50.0,-69.0,,-50.0,,-75.0,,-72.0,1191,"(12, 9)",-17.376435623672904
"(7, 1)",-42.0,,-69.0,,-51.0,-55.0,,,-70.0,1191,"(13, 10)",-14.201369822729319
"(7, 1)",-43.0,-45.0,-65.0,,-44.0,-57.0,,,-67.0,1191,"(14, 11)",-8.930136410809007
"(7, 1)",,-64.0,-80.0,,-50.0,-67.0,,-76.0,-78.0,1191,"(8, 11)",-28.867003431802374
"(7, 1)",-47.0,-53.0,-66.0,,-47.0,-60.0,,,,1191,"(12, 9)",-15.915299372698664
"(7, 1)",-47.0,-52.0,-63.0,,-45.0,-64.0,-67.0,-62.0,-66.0,1191,"(14, 14)",-10.757670698663764
"(7, 1)",,-49.0,,-74.0,,-54.0,-66.0,-68.0,-65.0,1191,"(14, 32)",-15.99574643196002
"(7, 1)",-47.0,-70.0,-77.0,,-48.0,-67.0,-77.0,-83.0,-81.0,1191,"(12, 9)",-33.390068334593145
"(7, 1)",,,,,,,-83.0,,-84.0,1191,"(5, 89)",-50.47695022679711
"(7, 1)",,-69.0,,,-43.0,-59.0,-72.0,,,1191,"(8, 11)",-28.56506439794909
"(7, 1)",-48.0,-75.0,-78.0,,-54.0,-63.0,,,-76.0,1191,"(12, 9)",-29.912268189880393
"(7, 1)",-52.0,-57.0,-68.0,,-53.0,,-70.0,-72.0,-68.0,1191,"(13, 15)",-16.39118197004299
"(7, 1)",-55.0,-60.0,-69.0,-83.0,-50.0,-55.0,-69.0,-63.0,-63.0,1191,"(11, 30)",-16.385682457570887
"(7, 1)",-35.0,-51.0,-71.0,,-42.0,-68.0,-73.0,,-85.0,1191,"(12, 9)",-26.16091124978657
"(7, 1)",,,-81.0,,-47.0,,,-75.0,-79.0,1191,"(8, 11)",-28.873907596660377
"(7, 1)",-46.0,-67.0,-77.0,,-45.0,-60.0,,-80.0,-76.0,1191,"(12, 9)",-27.353769058014812
"(7, 1)",,,-79.0,,-51.0,,-81.0,-78.0,-83.0,1191,"(8, 11)",-35.0315707868874
"(7, 1)",-46.0,-64.0,-61.0,,-51.0,-54.0,,-70.0,-65.0,1191,"(12, 13)",-11.96368915338152
"(7, 1)",-46.0,-56.0,,,-48.0,-56.0,-70.0,,-79.0,1191,"(12, 9)",-21.770502632068617
"(7, 1)",-49.0,-48.0,-67.0,,-51.0,-51.0,-72.0,-70.0,-65.0,1191,"(14, 15)",-13.491308618062718
"(7, 1)",,-64.0,-69.0,,-62.0,-61.0,-77.0,-75.0,-76.0,1191,"(10, 30)",-27.02106928329623
"(7, 1)",-36.0,-66.0,-82.0,,-48.0,-72.0,-88.0,-78.0,-79.0,1191,"(12, 9)",-35.89343132774639
"(7, 1)",-38.0,,,,-33.0,,,-77.0,,1191,"(12, 9)",-26.16391202594294
"(7, 1)",,-66.0,,,-33.0,-66.0,,,-87.0,1191,"(8, 11)",-34.52016897286116
"(7, 1)",-47.0,-62.0,-64.0,-79.0,,-61.0,-70.0,-80.0,-68.0,1191,"(13, 37)",-21.199291046473995
"(7, 1)",-45.0,-56.0,,,-51.0,-64.0,-64.0,-73.0,-64.0,1191,"(14, 11)",-15.214517540181753
"(7, 1)",-61.0,-60.0,,,-39.0,-70.0,-79.0,,-81.0,1191,"(12, 9)",-31.802819457193678
