location,corners,center,sensor_distances,calculated_RSSI,avg_RSSI,mode_RSSI,best_RSSI,is_emitter,score,hasSensor,localizationGuesses
"(0, 29)","((26.71333451697524, -80.05666334696514), (26.71333451697524, -80.05665327918234), (26.7133435101913, -80.05666334696514), (26.7133435101913, -80.05665327918234))","(26.713339013583273, -80.05665831307374)","{'57': 32.477218441501286, '20': 19.73884895372781, '05': 56.83421073321702, '34': 98.47149771760995, '22': 28.612977592143306, '06': 9.853186786896766, '31': 30.63187950752491, '36': 70.87373074615951, '35': 93.26944038737207}","{'57': -50.199205572412595, '20': -43.71149549297318, '05': -57.490135778425575, '34': -64.65115708417008, '22': -48.54873242344662, '06': -34.65914225468195, '31': -49.437050131516635, '36': -60.366399611085846, '35': -63.944021911662325}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(0, 30)","((26.71333451697524, -80.05665327918234), (26.71333451697524, -80.05664321139955), (26.7133435101913, -80.05665327918234), (26.7133435101913, -80.05664321139955))","(26.713339013583273, -80.05664824529094)","{'57': 33.30078383364768, '20': 20.043152371543624, '05': 55.8798047079721, '34': 97.48350388907305, '22': 29.588288448561652, '06': 10.66661024178938, '31': 29.64934813532907, '36': 69.87328490946942, '35': 92.26820230779634}","{'57': -50.52547446241337, '20': -43.91082162303975, '05': -57.269487170395124, '34': -64.51977470546026, '22': -48.985436097236445, '06': -35.69263356846453, '31': -49.01229526578248, '36': -60.181175609542116, '35': -63.80340255666352}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(0, 31)","((26.71333451697524, -80.05664321139955), (26.71333451697524, -80.05663314361675), (26.7133435101913, -80.05664321139955), (26.7133435101913, -80.05663314361675))","(26.713339013583273, -80.05663817750815)","{'57': 34.133881784842906, '20': 20.39217868553416, '05': 54.927086525582325, '34': 96.49579469685645, '22': 30.565312651168476, '06': 11.509780878839253, '31': 28.668150361885285, '36': 68.87287837837701, '35': 91.26697651449334}","{'57': -50.84741118311953, '20': -44.135749619891406, '05': -57.04543768695403, '34': -64.38709239485254, '22': -49.40870605678839, '06': -36.68385245161042, '31': -48.57383099016419, '36': -59.99328779111863, '35': -63.66125068579746}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(0, 32)","((26.71333451697524, -80.05663314361675), (26.71333451697524, -80.05662307583395), (26.7133435101913, -80.05663314361675), (26.7133435101913, -80.05662307583395))","(26.713339013583273, -80.05662810972535)","{'57': 34.97583112768353, '20': 20.7836748819248, '05': 53.97614556619811, '34': 95.50837897152392, '22': 31.543890995223123, '06': 12.376620512007268, '31': 27.68842796350607, '36': 67.87251289150532, '35': 90.2657634162756}","{'57': -51.164882082661514, '20': -44.383510984989535, '05': -56.817896832416935, '34': -64.2530850012135, '22': -49.81929867987547, '06': -37.62990302939031, '31': -48.12078975004495, '36': -59.80265864131068, '35': -63.51753256654149}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(0, 33)","((26.71333451697524, -80.05662307583395), (26.71333451697524, -80.05661300805116), (26.7133435101913, -80.05662307583395), (26.7133435101913, -80.05661300805116))","(26.713339013583273, -80.05661804194256)","{'57': 35.82600781447164, '20': 21.21528994033046, '05': 53.02707744270753, '34': 94.52126591122634, '22': 32.523883197361414, '06': 13.26248891801114, '31': 26.71034328937242, '36': 66.872190290409, '35': 89.26456344058239}","{'57': -51.47779326983792, '20': -44.65130992481451, '05': -56.58677153751229, '34': -64.11772666448024, '22': -50.21791256254672, '06': -38.53059180152483, '31': -47.65222487320784, '36': -59.60920722236882, '35': -63.37221334162755}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(0, 34)","((26.71333451697524, -80.05661300805116), (26.71333451697524, -80.05660294026836), (26.7133435101913, -80.05661300805116), (26.7133435101913, -80.05660294026836))","(26.713339013583273, -80.05660797415976)","{'57': 36.68383982749808, '20': 21.684628389518746, '05': 52.07998453993261, '34': 93.5344650975918, '22': 33.5051651971304, '06': 14.16381611332048, '31': 25.734083076882964, '36': 65.87191252901957, '35': 88.26337703365574}","{'57': -51.786084436576395, '20': -44.936400301705035, '05': -56.35196618015226, '34': -63.98099078963348, '22': -50.60519368793913, '06': -39.387249173283806, '31': -47.16710174049223, '36': -59.412848969678386, '35': -63.225256978410485}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(0, 35)","((26.71333451697524, -80.05660294026836), (26.71333451697524, -80.05659287248557), (26.7133435101913, -80.05660294026836), (26.7133435101913, -80.05659287248557))","(26.713339013583273, -80.05659790637696)","{'57': 37.5488024918623, '20': 22.189296634331853, '05': 51.13497661244549, '34': 92.5479865186773, '22': 34.48762689673586, '06': 15.07783005302703, '31': 24.75986313671225, '36': 64.87168168185592, '35': 87.26220466274795}","{'57': -52.08972351163114, '20': -45.2361468610131, '05': -56.11338263054134, '34': -63.84285002038516, '22': -50.981740125105894, '06': -40.20200609900429, '31': -46.664287973092605, '36': -59.213495472409896, '35': -63.07662621565679}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(0, 36)","((26.71333451697524, -80.05659287248557), (26.71333451697524, -80.05658280470277), (26.7133435101913, -80.05659287248557), (26.7133435101913, -80.05658280470277))","(26.713339013583273, -80.05658783859417)","{'57': 38.42041421309294, '20': 22.726941223574194, '05': 50.192171426168265, '34': 91.56184059015521, '22': 35.47117027402374, '06': 16.002356979510488, '31': 23.787934145925583, '36': 63.871499952233194, '35': 86.26104681647415}","{'57': -52.38870206226403, '20': -45.54807044431688, '05': -55.87092032031026, '34': -63.70327621132326, '22': -51.34810629291357, '06': -40.97735941280435, '31': -46.1425426070723, '36': -59.01105423723027, '35': -62.9262825069925}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(0, 37)","((26.71333451697524, -80.05658280470277), (26.71333451697524, -80.05657273691997), (26.7133435101913, -80.05658280470277), (26.7133435101913, -80.05657273691997))","(26.713339013583273, -80.05657777081137)","{'57': 39.29823257563144, '20': 23.295279032410935, '05': 49.25169547942244, '34': 90.57603817650006, '22': 36.45570777901087, '06': 16.935675254159385, '31': 22.81858884611666, '36': 62.87136968506371, '35': 85.25990400631376}","{'57': -52.68303133812036, '20': -45.86987828570088, '05': -55.62447634864665, '34': -63.562240398671584, '22': -51.70480681234787, '06': -41.71591630254023, '31': -45.60050427535435, '36': -58.80542843443263, '35': -62.774185961232284}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(0, 38)","((26.71333451697524, -80.05657273691997), (26.71333451697524, -80.05656266913718), (26.7133435101913, -80.05657273691997), (26.7133435101913, -80.05656266913718))","(26.713339013583273, -80.05656770302858)","{'57': 40.181850808214044, '20': 23.892119800291724, '05': 48.31368479601102, '34': 89.59059061853209, '22': 37.44116098959548, '06': 17.87640795309199, '31': 21.85217107065399, '36': 61.87129337541972, '35': 84.25877676864005}","{'57': -52.972738885721206, '20': -46.19948129281625, '05': -55.37394562875545, '34': -63.41971277050556, '22': -52.0523199922309, '06': -42.42024849184463, '31': -45.03667853345042, '36': -58.59651662296044, '35': -62.62029527927537}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(0, 39)","((26.71333451697524, -80.05656266913718), (26.71333451697524, -80.05655260135438), (26.7133435101913, -80.05656266913718), (26.7133435101913, -80.05655260135438))","(26.713339013583273, -80.05655763524578)","{'57': 41.070894570218805, '20': 24.515381854208226, '05': 47.37828580058218, '34': 88.60550975424877, '22': 38.42745945724298, '06': 18.823443465175767, '31': 20.88908714482486, '36': 60.8712736829221, '35': 83.25766566498538}","{'57': -53.25786565233812, '20': -46.53500064855274, '05': -55.11922108330241, '34': -63.27566263448496, '22': -52.391090972083234, '06': -43.09281300058271, '31': -44.44942463148268, '36': -58.38421245441505, '35': -62.46456768696527}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(0, 40)","((26.71333451697524, -80.05655260135438), (26.71333451697524, -80.05654253357159), (26.7133435101913, -80.05655260135438), (26.7133435101913, -80.05654253357159))","(26.713339013583273, -80.05654756746299)","{'57': 41.96501903674194, '20': 25.163101991881742, '05': 46.44565628932319, '34': 87.62080795307847, '22': 39.41453972745965, '06': 19.775876316870107, '31': 19.92982038521649, '36': 59.87131344454144, '35': 82.25657128433669}","{'57': -53.53846351478007, '20': -46.8747661181876, '05': -54.86019389958334, '34': -63.13005838592843, '22': -52.72153456157066, '06': -43.735912898011954, '31': -43.83694232194128, '36': -58.16840435238041, '35': -62.30695886421828}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(0, 41)","((26.71333451697524, -80.05654253357159), (26.71333451697524, -80.05653246578879), (26.7133435101913, -80.05654253357159), (26.7133435101913, -80.05653246578879))","(26.713339013583273, -80.05653749968019)","{'57': 42.863906265819296, '20': 25.833440573958626, '05': 45.515966501646105, '34': 86.6364981395363, '22': 40.40234449868623, '06': 20.732962689249334, '31': 18.974949724128653, '36': 58.87141569022265, '35': 81.25549424481201}","{'57': -53.81459317767338, '20': -47.21730830042451, '05': -54.59675385468199, '34': -62.98286747267378, '22': -53.04403780358785, '06': -44.3516817651593, '31': -43.19725979696637, '36': -57.948975165558394, '35': -62.14742286972704}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(0, 42)","((26.71333451697524, -80.05653246578879), (26.71333451697524, -80.056522398006), (26.7133435101913, -80.05653246578879), (26.7133435101913, -80.056522398006))","(26.713339013583273, -80.0565274318974)","{'57': 43.76726280681344, '20': 26.524682795899526, '05': 44.58940032006181, '34': 85.65259382712583, '22': 41.39082190018719, '06': 21.694086688975766, '31': 18.02517381565622, '36': 57.87158365806839, '35': 80.2544351955151}","{'57': -54.08632238495522, '20': -47.56134674954008, '05': -54.32878972870936, '34': -62.83405635966655, '22': -53.35896228997542, '06': -44.94208191858101, '31': -42.528224619597175, '36': -57.72580179131899, '35': -61.98591206103861}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(0, 43)","((26.71333451697524, -80.056522398006), (26.71333451697524, -80.0565123302232), (26.7133435101913, -80.056522398006), (26.7133435101913, -80.0565123302232))","(26.713339013583273, -80.0565173641146)","{'57': 44.674817541144805, '20': 27.23523707428262, '05': 43.666156586563496, '34': 84.66910915329424, '22': 42.37992486563783, '06': 22.658734525048754, '31': 17.08134253412241, '36': 56.87182081446707, '35': 79.25339481803566}","{'57': -54.35372440465494, '20': -47.905775581714984, '05': -54.05618981545197, '34': -62.68359049187352, '22': -53.66664625374075, '06': -45.508910315562666, '31': -41.82750083290234, '36': -57.49875476782702, '35': -61.822377009573025}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(0, 44)","((26.71333451697524, -80.0565123302232), (26.71333451697524, -80.0565022624404), (26.7133435101913, -80.0565123302232), (26.7133435101913, -80.0565022624404))","(26.713339013583273, -80.0565072963318)","{'57': 45.58631973207246, '20': 27.963631293596137, '05': 42.74645057792647, '34': 83.68605891191886, '22': 43.3696105953342, '06': 23.626474574707153, '31': 16.14449850682177, '36': 55.87213087474904, '35': 78.25237382892112}","{'57': -54.616876747593984, '20': -48.24964779788676, '05': -53.778842557533416, '34': -62.53143425487059, '22': -53.96740646339649, '06': -46.053808476965266, '31': -41.09257755591124, '36': -57.26769783041904, '35': -61.65676641041718}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(0, 45)","((26.71333451697524, -80.0565022624404), (26.71333451697524, -80.05649219465761), (26.7133435101913, -80.0565022624404), (26.7133435101913, -80.05649219465761))","(26.713339013583273, -80.056497228549)","{'57': 46.50153724925709, '20': 28.708507577035107, '05': 41.83051564165692, '34': 82.70345859497633, '22': 44.359840083029, '06': 24.596941863206055, '31': 15.215932403918016, '36': 54.872517821283964, '35': 77.25137298206042}","{'57': -54.87586008241867, '20': -48.59215926444632, '05': -53.496637324870825, '34': -62.37755093478546, '22': -54.26153993651243, '06': -46.578274220315876, '31': -40.32079788891723, '36': -57.03248742765928, '35': -61.48902698631519}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(0, 46)","((26.71333451697524, -80.05649219465761), (26.71333451697524, -80.05648212687481), (26.7133435101913, -80.05649219465761), (26.7133435101913, -80.05648212687481))","(26.713339013583273, -80.05648716076621)","{'57': 47.42025497553119, '20': 29.468616103206433, '05': 40.918605017336, '34': 81.72132443279352, '22': 45.350577711268166, '06': 25.569825864941667, '31': 14.29725720056179, '36': 53.87298593605465, '35': 76.25039307053761}","{'57': -55.13075732561079, '20': -48.93263301442294, '05': -53.20946536532956, '34': -62.2219026758918, '22': -54.54932549545227, '06': -47.08367389340224, '31': -39.50942268064808, '36': -56.79297219677128, '35': -61.31910338532681}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(0, 47)","((26.71333451697524, -80.05648212687481), (26.71333451697524, -80.05647205909202), (26.7133435101913, -80.05648212687481), (26.7133435101913, -80.05647205909202))","(26.713339013583273, -80.05647709298341)","{'57': 48.34227335491292, '20': 30.242808373030822, '05': 40.01099386523671, '34': 80.73967343465814, '22': 46.34179088874511, '06': 26.544860861441126, '31': 13.390508787331562, '36': 52.87353982131463, '35': 75.24943492998644}","{'57': -55.381652874522544, '20': -49.270504310743455, '05': -52.917220960069045, '34': -62.0644504359866, '22': -54.83102517652154, '06': -47.571254379044944, '31': -38.655753145865134, '36': -56.54899238748706, '35': -61.1469380720037}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
